customerName,contactFirstName,contactLastName,phone,addressLine1,addressLine2,city,state,postalCode,country,orderDate,status,productCode,quantityOrdered,priceEach,productName,productDescription,quantityInStock,buyPrice,categoryDescription
"Heintze Collectables",Palle,Ibsen,"86 21 3555","Smagsloget 45",NULL,Århus,NULL,8200,Denmark,2003-10-17,Shipped,S24_1046,37,73.49,"1970 Chevy Chevelle SS 454","This model features rotating wheels, working streering system and opening doors. All parts are particularly delicate due to their precise scale and require special care and attention. It should not be picked up by the doors, roof, hood or trunk.",1005,49.24,"Attention car enthusiasts: Make your wildest car ownership dreams come true. Whether you are looking for classic muscle cars, dream sports cars or movie-inspired miniatures, you will find great choices in this category. These replicas feature superb attention to detail and craftsmanship and offer features such as working steering system, opening forward compartment, opening rear trunk with removable spare wheel, 4-wheel independent spring suspension, and so on. The models range in size from 1:10 to 1:24 scale and include numerous limited edition and several out-of-production vehicles. All models include a certificate of authenticity from their manufacturers and come fully assembled and ready for display in the home or office."
"Heintze Collectables",Palle,Ibsen,"86 21 3555","Smagsloget 45",NULL,Århus,NULL,8200,Denmark,2003-10-17,Shipped,S24_1628,23,47.29,"1966 Shelby Cobra 427 S/C","This diecast model of the 1966 Shelby Cobra 427 S/C includes many authentic details and operating parts. The 1:24 scale model of this iconic lighweight sports car from the 1960s comes in silver and it's own display case.",8197,29.18,"Attention car enthusiasts: Make your wildest car ownership dreams come true. Whether you are looking for classic muscle cars, dream sports cars or movie-inspired miniatures, you will find great choices in this category. These replicas feature superb attention to detail and craftsmanship and offer features such as working steering system, opening forward compartment, opening rear trunk with removable spare wheel, 4-wheel independent spring suspension, and so on. The models range in size from 1:10 to 1:24 scale and include numerous limited edition and several out-of-production vehicles. All models include a certificate of authenticity from their manufacturers and come fully assembled and ready for display in the home or office."
"Heintze Collectables",Palle,Ibsen,"86 21 3555","Smagsloget 45",NULL,Århus,NULL,8200,Denmark,2003-10-17,Shipped,S24_2766,20,82.69,"1949 Jaguar XK 120","Precision-engineered from original Jaguar specification in perfect scale ratio. Features opening doors, superb detail and craftsmanship, working steering system, opening forward compartment, opening rear trunk with removable spare, 4 wheel independent spring suspension as well as factory baked enamel finish.",2350,47.25,"Attention car enthusiasts: Make your wildest car ownership dreams come true. Whether you are looking for classic muscle cars, dream sports cars or movie-inspired miniatures, you will find great choices in this category. These replicas feature superb attention to detail and craftsmanship and offer features such as working steering system, opening forward compartment, opening rear trunk with removable spare wheel, 4-wheel independent spring suspension, and so on. The models range in size from 1:10 to 1:24 scale and include numerous limited edition and several out-of-production vehicles. All models include a certificate of authenticity from their manufacturers and come fully assembled and ready for display in the home or office."
"Heintze Collectables",Palle,Ibsen,"86 21 3555","Smagsloget 45",NULL,Århus,NULL,8200,Denmark,2003-10-17,Shipped,S24_2887,25,108.04,"1952 Citroen-15CV","Precision crafted hand-assembled 1:18 scale reproduction of the 1952 15CV, with its independent spring suspension, working steering system, opening doors and hood, detailed engine and instrument panel, all topped of with a factory fresh baked enamel finish.",1452,72.82,"Attention car enthusiasts: Make your wildest car ownership dreams come true. Whether you are looking for classic muscle cars, dream sports cars or movie-inspired miniatures, you will find great choices in this category. These replicas feature superb attention to detail and craftsmanship and offer features such as working steering system, opening forward compartment, opening rear trunk with removable spare wheel, 4-wheel independent spring suspension, and so on. The models range in size from 1:10 to 1:24 scale and include numerous limited edition and several out-of-production vehicles. All models include a certificate of authenticity from their manufacturers and come fully assembled and ready for display in the home or office."
"Heintze Collectables",Palle,Ibsen,"86 21 3555","Smagsloget 45",NULL,Århus,NULL,8200,Denmark,2003-10-17,Shipped,S24_3191,20,72.77,"1969 Chevrolet Camaro Z28","1969 Z/28 Chevy Camaro 1:24 scale replica. The operating parts of this limited edition 1:24 scale diecast model car 1969 Chevy Camaro Z28- hood, trunk, wheels, streering, suspension and doors- are particularly delicate due to their precise scale and require special care and attention.",4695,50.51,"Attention car enthusiasts: Make your wildest car ownership dreams come true. Whether you are looking for classic muscle cars, dream sports cars or movie-inspired miniatures, you will find great choices in this category. These replicas feature superb attention to detail and craftsmanship and offer features such as working steering system, opening forward compartment, opening rear trunk with removable spare wheel, 4-wheel independent spring suspension, and so on. The models range in size from 1:10 to 1:24 scale and include numerous limited edition and several out-of-production vehicles. All models include a certificate of authenticity from their manufacturers and come fully assembled and ready for display in the home or office."
"Heintze Collectables",Palle,Ibsen,"86 21 3555","Smagsloget 45",NULL,Århus,NULL,8200,Denmark,2003-10-17,Shipped,S24_3432,30,94.23,"2002 Chevy Corvette","The operating parts of this limited edition Diecast 2002 Chevy Corvette 50th Anniversary Pace car Limited Edition are particularly delicate due to their precise scale and require special care and attention. Features rotating wheels, poseable streering, opening doors and trunk.",9446,62.11,"Attention car enthusiasts: Make your wildest car ownership dreams come true. Whether you are looking for classic muscle cars, dream sports cars or movie-inspired miniatures, you will find great choices in this category. These replicas feature superb attention to detail and craftsmanship and offer features such as working steering system, opening forward compartment, opening rear trunk with removable spare wheel, 4-wheel independent spring suspension, and so on. The models range in size from 1:10 to 1:24 scale and include numerous limited edition and several out-of-production vehicles. All models include a certificate of authenticity from their manufacturers and come fully assembled and ready for display in the home or office."
"Heintze Collectables",Palle,Ibsen,"86 21 3555","Smagsloget 45",NULL,Århus,NULL,8200,Denmark,2004-10-22,Shipped,S12_1108,38,176.63,"2001 Ferrari Enzo","Turnable front wheels; steering function; detailed interior; detailed engine; opening hood; opening trunk; opening doors; and detailed chassis.",3619,95.59,"Attention car enthusiasts: Make your wildest car ownership dreams come true. Whether you are looking for classic muscle cars, dream sports cars or movie-inspired miniatures, you will find great choices in this category. These replicas feature superb attention to detail and craftsmanship and offer features such as working steering system, opening forward compartment, opening rear trunk with removable spare wheel, 4-wheel independent spring suspension, and so on. The models range in size from 1:10 to 1:24 scale and include numerous limited edition and several out-of-production vehicles. All models include a certificate of authenticity from their manufacturers and come fully assembled and ready for display in the home or office."
"Heintze Collectables",Palle,Ibsen,"86 21 3555","Smagsloget 45",NULL,Århus,NULL,8200,Denmark,2004-10-22,Shipped,S12_3148,46,125.4,"1969 Corvair Monza","1:18 scale die-cast about 10"" long doors open, hood opens, trunk opens and wheels roll",6906,89.14,"Attention car enthusiasts: Make your wildest car ownership dreams come true. Whether you are looking for classic muscle cars, dream sports cars or movie-inspired miniatures, you will find great choices in this category. These replicas feature superb attention to detail and craftsmanship and offer features such as working steering system, opening forward compartment, opening rear trunk with removable spare wheel, 4-wheel independent spring suspension, and so on. The models range in size from 1:10 to 1:24 scale and include numerous limited edition and several out-of-production vehicles. All models include a certificate of authenticity from their manufacturers and come fully assembled and ready for display in the home or office."
"Heintze Collectables",Palle,Ibsen,"86 21 3555","Smagsloget 45",NULL,Århus,NULL,8200,Denmark,2004-10-22,Shipped,S12_3891,36,169.56,"1969 Ford Falcon","Turnable front wheels; steering function; detailed interior; detailed engine; opening hood; opening trunk; opening doors; and detailed chassis.",1049,83.05,"Attention car enthusiasts: Make your wildest car ownership dreams come true. Whether you are looking for classic muscle cars, dream sports cars or movie-inspired miniatures, you will find great choices in this category. These replicas feature superb attention to detail and craftsmanship and offer features such as working steering system, opening forward compartment, opening rear trunk with removable spare wheel, 4-wheel independent spring suspension, and so on. The models range in size from 1:10 to 1:24 scale and include numerous limited edition and several out-of-production vehicles. All models include a certificate of authenticity from their manufacturers and come fully assembled and ready for display in the home or office."
"Heintze Collectables",Palle,Ibsen,"86 21 3555","Smagsloget 45",NULL,Århus,NULL,8200,Denmark,2004-10-22,Shipped,S12_4473,45,95.99,"1957 Chevy Pickup","1:12 scale die-cast about 20"" long Hood opens, Rubber wheels",6125,55.7,"The Truck and Bus models are realistic replicas of buses and specialized trucks produced from the early 1920s to present. The models range in size from 1:12 to 1:50 scale and include numerous limited edition and several out-of-production vehicles. Materials used include tin, diecast and plastic. All models include a certificate of authenticity from their manufacturers and are a perfect ornament for the home and office."
"Heintze Collectables",Palle,Ibsen,"86 21 3555","Smagsloget 45",NULL,Århus,NULL,8200,Denmark,2004-10-22,Shipped,S18_2238,42,135.9,"1998 Chrysler Plymouth Prowler","Turnable front wheels; steering function; detailed interior; detailed engine; opening hood; opening trunk; opening doors; and detailed chassis.",4724,101.51,"Attention car enthusiasts: Make your wildest car ownership dreams come true. Whether you are looking for classic muscle cars, dream sports cars or movie-inspired miniatures, you will find great choices in this category. These replicas feature superb attention to detail and craftsmanship and offer features such as working steering system, opening forward compartment, opening rear trunk with removable spare wheel, 4-wheel independent spring suspension, and so on. The models range in size from 1:10 to 1:24 scale and include numerous limited edition and several out-of-production vehicles. All models include a certificate of authenticity from their manufacturers and come fully assembled and ready for display in the home or office."
"Heintze Collectables",Palle,Ibsen,"86 21 3555","Smagsloget 45",NULL,Århus,NULL,8200,Denmark,2004-10-22,Shipped,S18_3140,20,129.76,"1903 Ford Model A","Features opening trunk,  working steering system",3913,68.3,"Our Vintage Car models realistically portray automobiles produced from the early 1900s through the 1940s. Materials used include Bakelite, diecast, plastic and wood. Most of the replicas are in the 1:18 and 1:24 scale sizes, which provide the optimum in detail and accuracy. Prices range from $30.00 up to $180.00 for some special limited edition replicas. All models include a certificate of authenticity from their manufacturers and come fully assembled and ready for display in the home or office."
"Heintze Collectables",Palle,Ibsen,"86 21 3555","Smagsloget 45",NULL,Århus,NULL,8200,Denmark,2004-10-22,Shipped,S18_3259,23,84.71,"Collectable Wooden Train","Hand crafted wooden toy train set is in about 1:18 scale, 25 inches in total length including 2 additional carts, of actual vintage train. This antique style wooden toy train model set is all hand-assembled with 100% wood.",6450,67.56,"Model trains are a rewarding hobby for enthusiasts of all ages. Whether you're looking for collectible wooden trains, electric streetcars or locomotives, you'll find a number of great choices for any budget within this category. The interactive aspect of trains makes toy trains perfect for young children. The wooden train sets are ideal for children under the age of 5."
"Heintze Collectables",Palle,Ibsen,"86 21 3555","Smagsloget 45",NULL,Århus,NULL,8200,Denmark,2004-10-22,Shipped,S18_4027,29,129.26,"1970 Triumph Spitfire","Features include opening and closing doors. Color: White.",5545,91.92,"Attention car enthusiasts: Make your wildest car ownership dreams come true. Whether you are looking for classic muscle cars, dream sports cars or movie-inspired miniatures, you will find great choices in this category. These replicas feature superb attention to detail and craftsmanship and offer features such as working steering system, opening forward compartment, opening rear trunk with removable spare wheel, 4-wheel independent spring suspension, and so on. The models range in size from 1:10 to 1:24 scale and include numerous limited edition and several out-of-production vehicles. All models include a certificate of authenticity from their manufacturers and come fully assembled and ready for display in the home or office."
"Heintze Collectables",Palle,Ibsen,"86 21 3555","Smagsloget 45",NULL,Århus,NULL,8200,Denmark,2004-10-22,Shipped,S24_1444,44,51.44,"1970 Dodge Coronet","1:24 scale die-cast about 18"" long doors open, hood opens and rubber wheels",4074,32.37,"Attention car enthusiasts: Make your wildest car ownership dreams come true. Whether you are looking for classic muscle cars, dream sports cars or movie-inspired miniatures, you will find great choices in this category. These replicas feature superb attention to detail and craftsmanship and offer features such as working steering system, opening forward compartment, opening rear trunk with removable spare wheel, 4-wheel independent spring suspension, and so on. The models range in size from 1:10 to 1:24 scale and include numerous limited edition and several out-of-production vehicles. All models include a certificate of authenticity from their manufacturers and come fully assembled and ready for display in the home or office."
"Heintze Collectables",Palle,Ibsen,"86 21 3555","Smagsloget 45",NULL,Århus,NULL,8200,Denmark,2004-10-22,Shipped,S24_2840,39,31.82,"1958 Chevy Corvette Limited Edition","The operating parts of this 1958 Chevy Corvette Limited Edition are particularly delicate due to their precise scale and require special care and attention. Features rotating wheels, working streering, opening doors and trunk. Color dark green.",2542,15.91,"Attention car enthusiasts: Make your wildest car ownership dreams come true. Whether you are looking for classic muscle cars, dream sports cars or movie-inspired miniatures, you will find great choices in this category. These replicas feature superb attention to detail and craftsmanship and offer features such as working steering system, opening forward compartment, opening rear trunk with removable spare wheel, 4-wheel independent spring suspension, and so on. The models range in size from 1:10 to 1:24 scale and include numerous limited edition and several out-of-production vehicles. All models include a certificate of authenticity from their manufacturers and come fully assembled and ready for display in the home or office."
"Heintze Collectables",Palle,Ibsen,"86 21 3555","Smagsloget 45",NULL,Århus,NULL,8200,Denmark,2004-10-22,Shipped,S24_4048,38,111.18,"1992 Porsche Cayenne Turbo Silver","This replica features opening doors, superb detail and craftsmanship, working steering system, opening forward compartment, opening rear trunk with removable spare, 4 wheel independent spring suspension as well as factory baked enamel finish.",6582,69.78,"Attention car enthusiasts: Make your wildest car ownership dreams come true. Whether you are looking for classic muscle cars, dream sports cars or movie-inspired miniatures, you will find great choices in this category. These replicas feature superb attention to detail and craftsmanship and offer features such as working steering system, opening forward compartment, opening rear trunk with removable spare wheel, 4-wheel independent spring suspension, and so on. The models range in size from 1:10 to 1:24 scale and include numerous limited edition and several out-of-production vehicles. All models include a certificate of authenticity from their manufacturers and come fully assembled and ready for display in the home or office."
"Heintze Collectables",Palle,Ibsen,"86 21 3555","Smagsloget 45",NULL,Århus,NULL,8200,Denmark,2004-10-22,Shipped,S32_3207,35,58.41,"1950's Chicago Surface Lines Streetcar","This streetcar is a joy to see. It has 80 separate windows, electric wire guides, detailed interiors with seats, poles and drivers controls, rolling and turning wheel assemblies, plus authentic factory baked-enamel finishes (Green Hornet for Chicago and Cream and Crimson for Boston).",8601,26.72,"Model trains are a rewarding hobby for enthusiasts of all ages. Whether you're looking for collectible wooden trains, electric streetcars or locomotives, you'll find a number of great choices for any budget within this category. The interactive aspect of trains makes toy trains perfect for young children. The wooden train sets are ideal for children under the age of 5."
"Heintze Collectables",Palle,Ibsen,"86 21 3555","Smagsloget 45",NULL,Århus,NULL,8200,Denmark,2004-10-22,Shipped,S50_1392,28,115.75,"Diamond T620 Semi-Skirted Tanker","This limited edition model is licensed and perfectly scaled for Lionel Trains. The Diamond T620 has been produced in solid precision diecast and painted with a fire baked enamel finish. It comes with a removable tanker and is a perfect model to add authenticity to your static train or car layout or to just have on display.",1016,68.29,"The Truck and Bus models are realistic replicas of buses and specialized trucks produced from the early 1920s to present. The models range in size from 1:12 to 1:50 scale and include numerous limited edition and several out-of-production vehicles. Materials used include tin, diecast and plastic. All models include a certificate of authenticity from their manufacturers and are a perfect ornament for the home and office."
"Heintze Collectables",Palle,Ibsen,"86 21 3555","Smagsloget 45",NULL,Århus,NULL,8200,Denmark,2004-10-22,Shipped,S50_1514,38,50.38,"1962 City of Detroit Streetcar","This streetcar is a joy to see. It has 99 separate windows, electric wire guides, detailed interiors with seats, poles and drivers controls, rolling and turning wheel assemblies, plus authentic factory baked-enamel finishes (Green Hornet for Chicago and Cream and Crimson for Boston).",1645,37.49,"Model trains are a rewarding hobby for enthusiasts of all ages. Whether you're looking for collectible wooden trains, electric streetcars or locomotives, you'll find a number of great choices for any budget within this category. The interactive aspect of trains makes toy trains perfect for young children. The wooden train sets are ideal for children under the age of 5."
"Heintze Collectables",Palle,Ibsen,"86 21 3555","Smagsloget 45",NULL,Århus,NULL,8200,Denmark,2004-10-22,Shipped,S700_1938,23,83.15,"The Mayflower","Measures 31 1/2 inches Long x 25 1/2 inches High x 10 5/8 inches Wide
All wood with canvas sail. Extras include long boats, rigging, ladders, railing, anchors, side cannons, hand painted, etc.",737,43.3,"The perfect holiday or anniversary gift for executives, clients, friends, and family. These handcrafted model ships are unique, stunning works of art that will be treasured for generations! They come fully assembled and ready for display in the home or office. We guarantee the highest quality, and best value."
"Québec Home Shopping Network","Jean ",Fresnière,"(514) 555-8054","43 rue St. Laurent",NULL,Montréal,Québec,"H1J 1C3",Canada,2003-11-05,Shipped,S18_1129,35,134.46,"1993 Mazda RX-7","This model features, opening hood, opening doors, detailed engine, rear spoiler, opening trunk, working steering, tinted windows, baked enamel finish. Color red.",3975,83.51,"Attention car enthusiasts: Make your wildest car ownership dreams come true. Whether you are looking for classic muscle cars, dream sports cars or movie-inspired miniatures, you will find great choices in this category. These replicas feature superb attention to detail and craftsmanship and offer features such as working steering system, opening forward compartment, opening rear trunk with removable spare wheel, 4-wheel independent spring suspension, and so on. The models range in size from 1:10 to 1:24 scale and include numerous limited edition and several out-of-production vehicles. All models include a certificate of authenticity from their manufacturers and come fully assembled and ready for display in the home or office."
"Québec Home Shopping Network","Jean ",Fresnière,"(514) 555-8054","43 rue St. Laurent",NULL,Montréal,Québec,"H1J 1C3",Canada,2003-11-05,Shipped,S18_1984,35,128.03,"1995 Honda Civic","This model features, opening hood, opening doors, detailed engine, rear spoiler, opening trunk, working steering, tinted windows, baked enamel finish. Color yellow.",9772,93.89,"Attention car enthusiasts: Make your wildest car ownership dreams come true. Whether you are looking for classic muscle cars, dream sports cars or movie-inspired miniatures, you will find great choices in this category. These replicas feature superb attention to detail and craftsmanship and offer features such as working steering system, opening forward compartment, opening rear trunk with removable spare wheel, 4-wheel independent spring suspension, and so on. The models range in size from 1:10 to 1:24 scale and include numerous limited edition and several out-of-production vehicles. All models include a certificate of authenticity from their manufacturers and come fully assembled and ready for display in the home or office."
"Québec Home Shopping Network","Jean ",Fresnière,"(514) 555-8054","43 rue St. Laurent",NULL,Montréal,Québec,"H1J 1C3",Canada,2003-11-05,Shipped,S18_3232,39,165.95,"1992 Ferrari 360 Spider red","his replica features opening doors, superb detail and craftsmanship, working steering system, opening forward compartment, opening rear trunk with removable spare, 4 wheel independent spring suspension as well as factory baked enamel finish.",8347,77.9,"Attention car enthusiasts: Make your wildest car ownership dreams come true. Whether you are looking for classic muscle cars, dream sports cars or movie-inspired miniatures, you will find great choices in this category. These replicas feature superb attention to detail and craftsmanship and offer features such as working steering system, opening forward compartment, opening rear trunk with removable spare wheel, 4-wheel independent spring suspension, and so on. The models range in size from 1:10 to 1:24 scale and include numerous limited edition and several out-of-production vehicles. All models include a certificate of authenticity from their manufacturers and come fully assembled and ready for display in the home or office."
"Québec Home Shopping Network","Jean ",Fresnière,"(514) 555-8054","43 rue St. Laurent",NULL,Montréal,Québec,"H1J 1C3",Canada,2003-11-05,Shipped,S24_2972,36,34.74,"1982 Lamborghini Diablo","This replica features opening doors, superb detail and craftsmanship, working steering system, opening forward compartment, opening rear trunk with removable spare, 4 wheel independent spring suspension as well as factory baked enamel finish.",7723,16.24,"Attention car enthusiasts: Make your wildest car ownership dreams come true. Whether you are looking for classic muscle cars, dream sports cars or movie-inspired miniatures, you will find great choices in this category. These replicas feature superb attention to detail and craftsmanship and offer features such as working steering system, opening forward compartment, opening rear trunk with removable spare wheel, 4-wheel independent spring suspension, and so on. The models range in size from 1:10 to 1:24 scale and include numerous limited edition and several out-of-production vehicles. All models include a certificate of authenticity from their manufacturers and come fully assembled and ready for display in the home or office."
"Québec Home Shopping Network","Jean ",Fresnière,"(514) 555-8054","43 rue St. Laurent",NULL,Montréal,Québec,"H1J 1C3",Canada,2004-06-17,Shipped,S10_4757,27,116.96,"1972 Alfa Romeo GTA","Features include: Turnable front wheels; steering function; detailed interior; detailed engine; opening hood; opening trunk; opening doors; and detailed chassis.",3252,85.68,"Attention car enthusiasts: Make your wildest car ownership dreams come true. Whether you are looking for classic muscle cars, dream sports cars or movie-inspired miniatures, you will find great choices in this category. These replicas feature superb attention to detail and craftsmanship and offer features such as working steering system, opening forward compartment, opening rear trunk with removable spare wheel, 4-wheel independent spring suspension, and so on. The models range in size from 1:10 to 1:24 scale and include numerous limited edition and several out-of-production vehicles. All models include a certificate of authenticity from their manufacturers and come fully assembled and ready for display in the home or office."
"Québec Home Shopping Network","Jean ",Fresnière,"(514) 555-8054","43 rue St. Laurent",NULL,Montréal,Québec,"H1J 1C3",Canada,2004-06-17,Shipped,S18_4522,20,80.75,"1904 Buick Runabout","Features opening trunk,  working steering system",8290,52.66,"Our Vintage Car models realistically portray automobiles produced from the early 1900s through the 1940s. Materials used include Bakelite, diecast, plastic and wood. Most of the replicas are in the 1:18 and 1:24 scale sizes, which provide the optimum in detail and accuracy. Prices range from $30.00 up to $180.00 for some special limited edition replicas. All models include a certificate of authenticity from their manufacturers and come fully assembled and ready for display in the home or office."
"Québec Home Shopping Network","Jean ",Fresnière,"(514) 555-8054","43 rue St. Laurent",NULL,Montréal,Québec,"H1J 1C3",Canada,2004-06-17,Shipped,S24_2011,36,105.69,"18th century schooner","All wood with canvas sails. Many extras including rigging, long boats, pilot house, anchors, etc. Comes with 4 masts, all square-rigged.",1898,82.34,"The perfect holiday or anniversary gift for executives, clients, friends, and family. These handcrafted model ships are unique, stunning works of art that will be treasured for generations! They come fully assembled and ready for display in the home or office. We guarantee the highest quality, and best value."
"Québec Home Shopping Network","Jean ",Fresnière,"(514) 555-8054","43 rue St. Laurent",NULL,Montréal,Québec,"H1J 1C3",Canada,2004-06-17,Shipped,S24_3151,22,79.66,"1912 Ford Model T Delivery Wagon","This model features chrome trim and grille, opening hood, opening doors, opening trunk, detailed engine, working steering system. Color white.",9173,46.91,"Our Vintage Car models realistically portray automobiles produced from the early 1900s through the 1940s. Materials used include Bakelite, diecast, plastic and wood. Most of the replicas are in the 1:18 and 1:24 scale sizes, which provide the optimum in detail and accuracy. Prices range from $30.00 up to $180.00 for some special limited edition replicas. All models include a certificate of authenticity from their manufacturers and come fully assembled and ready for display in the home or office."
"Québec Home Shopping Network","Jean ",Fresnière,"(514) 555-8054","43 rue St. Laurent",NULL,Montréal,Québec,"H1J 1C3",Canada,2004-06-17,Shipped,S700_1138,34,64,"The Schooner Bluenose","All wood with canvas sails. Measures 31 1/2 inches in Length, 22 inches High and 4 3/4 inches Wide. Many extras.
The schooner Bluenose was built in Nova Scotia in 1921 to fish the rough waters off the coast of Newfoundland. Because of the Bluenose racing prowess she became the pride of all Canadians. Still featured on stamps and the Canadian dime, the Bluenose was lost off Haiti in 1946.",1897,34,"The perfect holiday or anniversary gift for executives, clients, friends, and family. These handcrafted model ships are unique, stunning works of art that will be treasured for generations! They come fully assembled and ready for display in the home or office. We guarantee the highest quality, and best value."
"Québec Home Shopping Network","Jean ",Fresnière,"(514) 555-8054","43 rue St. Laurent",NULL,Montréal,Québec,"H1J 1C3",Canada,2004-06-17,Shipped,S700_2610,44,58.55,"The USS Constitution Ship","All wood with canvas sails. Measures 31 1/2"" Length x 22 3/8"" High x 8 1/4"" Width. Extras include 4 boats on deck, sea sprite on bow, anchors, copper railing, pilot houses, etc.",7083,33.97,"The perfect holiday or anniversary gift for executives, clients, friends, and family. These handcrafted model ships are unique, stunning works of art that will be treasured for generations! They come fully assembled and ready for display in the home or office. We guarantee the highest quality, and best value."
"Québec Home Shopping Network","Jean ",Fresnière,"(514) 555-8054","43 rue St. Laurent",NULL,Montréal,Québec,"H1J 1C3",Canada,2004-06-17,Shipped,S700_3505,25,89.15,"The Titanic","Completed model measures 19 1/2 inches long, 9 inches high, 3inches wide and is in barn red/black. All wood and metal.",1956,51.09,"The perfect holiday or anniversary gift for executives, clients, friends, and family. These handcrafted model ships are unique, stunning works of art that will be treasured for generations! They come fully assembled and ready for display in the home or office. We guarantee the highest quality, and best value."
"Québec Home Shopping Network","Jean ",Fresnière,"(514) 555-8054","43 rue St. Laurent",NULL,Montréal,Québec,"H1J 1C3",Canada,2004-06-17,Shipped,S700_3962,50,88.39,"The Queen Mary","Exact replica. Wood and Metal. Many extras including rigging, long boats, pilot house, anchors, etc. Comes with three masts, all square-rigged.",5088,53.63,"The perfect holiday or anniversary gift for executives, clients, friends, and family. These handcrafted model ships are unique, stunning works of art that will be treasured for generations! They come fully assembled and ready for display in the home or office. We guarantee the highest quality, and best value."
"Québec Home Shopping Network","Jean ",Fresnière,"(514) 555-8054","43 rue St. Laurent",NULL,Montréal,Québec,"H1J 1C3",Canada,2004-06-17,Shipped,S72_3212,29,43.68,"Pont Yacht","Measures 38 inches Long x 33 3/4 inches High. Includes a stand.
Many extras including rigging, long boats, pilot house, anchors, etc. Comes with 2 masts, all square-rigged",414,33.3,"The perfect holiday or anniversary gift for executives, clients, friends, and family. These handcrafted model ships are unique, stunning works of art that will be treasured for generations! They come fully assembled and ready for display in the home or office. We guarantee the highest quality, and best value."
"Québec Home Shopping Network","Jean ",Fresnière,"(514) 555-8054","43 rue St. Laurent",NULL,Montréal,Québec,"H1J 1C3",Canada,2005-05-01,Shipped,S10_1949,23,205.73,"1952 Alpine Renault 1300","Turnable front wheels; steering function; detailed interior; detailed engine; opening hood; opening trunk; opening doors; and detailed chassis.",7305,98.58,"Attention car enthusiasts: Make your wildest car ownership dreams come true. Whether you are looking for classic muscle cars, dream sports cars or movie-inspired miniatures, you will find great choices in this category. These replicas feature superb attention to detail and craftsmanship and offer features such as working steering system, opening forward compartment, opening rear trunk with removable spare wheel, 4-wheel independent spring suspension, and so on. The models range in size from 1:10 to 1:24 scale and include numerous limited edition and several out-of-production vehicles. All models include a certificate of authenticity from their manufacturers and come fully assembled and ready for display in the home or office."
"Québec Home Shopping Network","Jean ",Fresnière,"(514) 555-8054","43 rue St. Laurent",NULL,Montréal,Québec,"H1J 1C3",Canada,2005-05-01,Shipped,S10_4962,27,144.79,"1962 LanciaA Delta 16V","Features include: Turnable front wheels; steering function; detailed interior; detailed engine; opening hood; opening trunk; opening doors; and detailed chassis.",6791,103.42,"Attention car enthusiasts: Make your wildest car ownership dreams come true. Whether you are looking for classic muscle cars, dream sports cars or movie-inspired miniatures, you will find great choices in this category. These replicas feature superb attention to detail and craftsmanship and offer features such as working steering system, opening forward compartment, opening rear trunk with removable spare wheel, 4-wheel independent spring suspension, and so on. The models range in size from 1:10 to 1:24 scale and include numerous limited edition and several out-of-production vehicles. All models include a certificate of authenticity from their manufacturers and come fully assembled and ready for display in the home or office."
"Québec Home Shopping Network","Jean ",Fresnière,"(514) 555-8054","43 rue St. Laurent",NULL,Montréal,Québec,"H1J 1C3",Canada,2005-05-01,Shipped,S12_1666,40,110.7,"1958 Setra Bus","Model features 30 windows, skylights & glare resistant glass, working steering system, original logos",1579,77.9,"The Truck and Bus models are realistic replicas of buses and specialized trucks produced from the early 1920s to present. The models range in size from 1:12 to 1:50 scale and include numerous limited edition and several out-of-production vehicles. Materials used include tin, diecast and plastic. All models include a certificate of authenticity from their manufacturers and are a perfect ornament for the home and office."
"Québec Home Shopping Network","Jean ",Fresnière,"(514) 555-8054","43 rue St. Laurent",NULL,Montréal,Québec,"H1J 1C3",Canada,2005-05-01,Shipped,S18_1097,27,109.67,"1940 Ford Pickup Truck","This model features soft rubber tires, working steering, rubber mud guards, authentic Ford logos, detailed undercarriage, opening doors and hood,  removable split rear gate, full size spare mounted in bed, detailed interior with opening glove box",2613,58.33,"The Truck and Bus models are realistic replicas of buses and specialized trucks produced from the early 1920s to present. The models range in size from 1:12 to 1:50 scale and include numerous limited edition and several out-of-production vehicles. Materials used include tin, diecast and plastic. All models include a certificate of authenticity from their manufacturers and are a perfect ornament for the home and office."
"Québec Home Shopping Network","Jean ",Fresnière,"(514) 555-8054","43 rue St. Laurent",NULL,Montréal,Québec,"H1J 1C3",Canada,2005-05-01,Shipped,S18_4600,46,106.55,"1940s Ford truck","This 1940s Ford Pick-Up truck is re-created in 1:18 scale of original 1940s Ford truck. This antique style metal 1940s Ford Flatbed truck is all hand-assembled. This collectible 1940's Pick-Up truck is painted in classic dark green color, and features rotating wheels.",3128,84.76,"The Truck and Bus models are realistic replicas of buses and specialized trucks produced from the early 1920s to present. The models range in size from 1:12 to 1:50 scale and include numerous limited edition and several out-of-production vehicles. Materials used include tin, diecast and plastic. All models include a certificate of authenticity from their manufacturers and are a perfect ornament for the home and office."
